,serum,virus,replicate,concentration,fraction infectivity
0,REGN10933+REGN10987,F486K,1,6,-0.0005225
1,REGN10933+REGN10987,F486K,1,2,0.0004704
2,REGN10933+REGN10987,F486K,1,0.6667,0.003707
3,REGN10933+REGN10987,F486K,1,0.2222,0.02874
4,REGN10933+REGN10987,F486K,1,0.07407,0.01854
5,REGN10933+REGN10987,F486K,1,0.02469,0.08742
6,REGN10933+REGN10987,F486K,1,0.00823,0.4202
7,REGN10933+REGN10987,F486K,1,0.002743,0.7519
8,REGN10933+REGN10987,F486K,1,0.0009145,0.8847
9,REGN10933+REGN10987,F486K,1,0.0003048,0.9871
10,REGN10933+REGN10987,F486K,1,0.0001016,1.003
11,REGN10933+REGN10987,F486K,1,3.387e-05,0.8329
12,REGN10933+REGN10987,F486K,2,6,-0.0007024
13,REGN10933+REGN10987,F486K,2,2,-0.0002208
14,REGN10933+REGN10987,F486K,2,0.6667,0.01133
15,REGN10933+REGN10987,F486K,2,0.2222,0.003693
16,REGN10933+REGN10987,F486K,2,0.07407,0.06518
17,REGN10933+REGN10987,F486K,2,0.02469,0.1822
18,REGN10933+REGN10987,F486K,2,0.00823,0.4424
19,REGN10933+REGN10987,F486K,2,0.002743,0.7346
20,REGN10933+REGN10987,F486K,2,0.0009145,0.8719
21,REGN10933+REGN10987,F486K,2,0.0003048,0.9996
22,REGN10933+REGN10987,F486K,2,0.0001016,0.9758
23,REGN10933+REGN10987,F486K,2,3.387e-05,1.047
24,REGN10933,F486K,1,6,0.8331
25,REGN10933,F486K,1,2,1.227
26,REGN10933,F486K,1,0.6667,1.173
27,REGN10933,F486K,1,0.2222,1.062
28,REGN10933,F486K,1,0.07407,1.321
29,REGN10933,F486K,1,0.02469,1.206
30,REGN10933,F486K,1,0.00823,1.08
31,REGN10933,F486K,1,0.002743,0.9143
32,REGN10933,F486K,1,0.0009145,1.121
33,REGN10933,F486K,1,0.0003048,1.066
34,REGN10933,F486K,1,0.0001016,1.187
35,REGN10933,F486K,1,3.387e-05,0.801
36,REGN10933,F486K,2,6,0.7466
37,REGN10933,F486K,2,2,0.9482
38,REGN10933,F486K,2,0.6667,1.057
39,REGN10933,F486K,2,0.2222,1.153
40,REGN10933,F486K,2,0.07407,1.154
41,REGN10933,F486K,2,0.02469,1.363
42,REGN10933,F486K,2,0.00823,0.9603
43,REGN10933,F486K,2,0.002743,1.216
44,REGN10933,F486K,2,0.0009145,1.107
45,REGN10933,F486K,2,0.0003048,0.9355
46,REGN10933,F486K,2,0.0001016,0.9345
47,REGN10933,F486K,2,3.387e-05,0.9809
48,REGN10987,F486K,1,6,-0.0009693
49,REGN10987,F486K,1,2,-0.0003053
50,REGN10987,F486K,1,0.6667,0.007502
51,REGN10987,F486K,1,0.2222,0.01945
52,REGN10987,F486K,1,0.07407,0.03288
53,REGN10987,F486K,1,0.02469,0.08894
54,REGN10987,F486K,1,0.00823,0.2238
55,REGN10987,F486K,1,0.002743,0.6275
56,REGN10987,F486K,1,0.0009145,0.7983
57,REGN10987,F486K,1,0.0003048,0.7518
58,REGN10987,F486K,1,0.0001016,0.8987
59,REGN10987,F486K,1,3.387e-05,0.9705
60,REGN10987,F486K,2,6,-0.001076
61,REGN10987,F486K,2,2,-0.0008371
62,REGN10987,F486K,2,0.6667,0.00773
63,REGN10987,F486K,2,0.2222,0.01073
64,REGN10987,F486K,2,0.07407,0.03238
65,REGN10987,F486K,2,0.02469,0.06716
66,REGN10987,F486K,2,0.00823,0.244
67,REGN10987,F486K,2,0.002743,0.4098
68,REGN10987,F486K,2,0.0009145,0.8608
69,REGN10987,F486K,2,0.0003048,0.7162
70,REGN10987,F486K,2,0.0001016,1.032
71,REGN10987,F486K,2,3.387e-05,0.8487
72,REGN10933+REGN10987,K444Q,1,6,-0.001109
73,REGN10933+REGN10987,K444Q,1,2,-0.0003307
74,REGN10933+REGN10987,K444Q,1,0.6667,0.000503
75,REGN10933+REGN10987,K444Q,1,0.2222,0.009385
76,REGN10933+REGN10987,K444Q,1,0.07407,0.06192
